customer_id,name,debit_card_number,debit_card_type,bank_name,transaction_date,amount_spent
610168,Francisco Rocha,4921189397535104,American Express,TD Bank,2024-01-03,702.8
585002,Michelle Johnson,639091334388,JCB 16 digit,JPMC,2024-01-19,882.26
774463,Patrick Jones,4302518411133489,VISA 16 digit,BOFA,2024-02-08,61.81
426027,Nancy White,343590454689635,Mastercard,TD Bank,2024-02-26,148.91
534377,Melissa Merritt,4506171895073,VISA 19 digit,JPMC,2024-01-11,526.92
751132,Ashley Cameron,180057350456226,JCB 16 digit,JPMC,2024-01-23,91.8
323489,Justin Gonzalez,4208373570918964,VISA 16 digit,TD Bank,2024-03-07,805.59
87849,Erin Case,370921223087080,VISA 16 digit,Citizens,2024-01-18,213.36
171946,Jason Jordan,213145821635287,VISA 16 digit,TD Bank,2024-01-08,616.89
76722,Makayla Shelton,4449726533845059300,JCB 16 digit,BOFA,2024-01-23,875.12
581022,Amy Brown,3577652089715283,JCB 16 digit,Citizens,2024-02-14,685.62
128974,John Alvarado,6011419536190776,VISA 16 digit,JPMC,2024-03-07,96.27
89984,Jason Johnson,060469209591,VISA 19 digit,JPMC,2024-02-18,77.16
443319,Brooke Duncan,213114124054711,JCB 15 digit,BOFA,2024-02-04,271.62
629001,Tammy Kemp,4020971469548280805,Mastercard,BOFA,2024-01-15,314.25
295537,David Higgins,676348922136,JCB 15 digit,BOFA,2024-01-18,261.56
276887,Tina Williams,3546645878235545,VISA 16 digit,BOFA,2024-03-08,795.31
627565,Kimberly Strickland,6011658349237791,VISA 19 digit,BOFA,2024-02-13,299.56
237047,Antonio Cohen,577386652298,VISA 16 digit,Citizens,2024-03-16,280.95
221240,Melanie Gutierrez,30404320976333,JCB 16 digit,BOFA,2024-01-17,155.06
905418,Thomas Burnett,4706287376496487,VISA 19 digit,TD Bank,2024-03-01,999.59
726880,Caleb Hall,2292813141594852,VISA 16 digit,BOFA,2024-01-01,352.6
666538,Monica Wells,4952096873603184345,Diners Club / Carte Blanche,TD Bank,2024-03-15,568.63
573871,Bridget Carrillo,5374093832918751,VISA 16 digit,JPMC,2024-01-13,420.75
350199,Kathleen Stokes,4522968272276261,Maestro,JPMC,2024-01-28,451.61
574357,Madeline Long,4845282852350953342,Maestro,BOFA,2024-01-28,199.42
735024,Richard Lopez,4010729321229,JCB 16 digit,TD Bank,2024-03-10,235.61
546262,Rhonda Stevens,4979492322652304,JCB 16 digit,BOFA,2024-01-20,12.39
926810,Wendy Miller,6571230670141059,JCB 16 digit,Citizens,2024-02-14,172.18
567308,Dr. Heather Acosta MD,2637154807623527,VISA 13 digit,Citizens,2024-02-17,159.52
870399,Jeffrey Oliver,6011918421117224,Maestro,Citizens,2024-03-15,385.6
212698,Brett Herrera,4437238975150450,VISA 13 digit,TD Bank,2024-02-20,167.75
460034,Richard Stewart,3510728238210085,Maestro,JPMC,2024-01-23,675.85
864800,Joseph Schultz,3578920761217418,Mastercard,BOFA,2024-01-28,328.56
192434,Matthew Berry,349889081635647,Discover,BOFA,2024-03-18,224.68
462391,Stephen Berg,4233368100793399,Maestro,TD Bank,2024-03-12,648.06
174972,Daniel Cox,213123795467144,VISA 16 digit,JPMC,2024-01-18,275.25
339487,James Scott,4579716891972,American Express,BOFA,2024-03-13,589.55
986540,Karen Douglas,676376071343,VISA 16 digit,TD Bank,2024-01-21,654.76
195749,Chad Thompson,4900583315844736,JCB 16 digit,BOFA,2024-02-18,664.87
383971,Kelly Mccoy,3558582371660827,JCB 16 digit,TD Bank,2024-01-23,437.05
697644,Chelsea Frazier,180063065847311,VISA 19 digit,BOFA,2024-01-08,334.14
742876,David Waters,3575734000297211,American Express,Citizens,2024-01-09,494.39
829336,Anna Brown,3559229598600652,JCB 16 digit,BOFA,2024-01-26,125.81
949651,Rebecca Weber MD,213190221589718,Discover,BOFA,2024-01-10,780.52
338778,Sophia Williams,371113310320355,JCB 16 digit,Citizens,2024-01-29,272.48
641682,Ryan Santos,3513151594453891,Discover,TD Bank,2024-03-06,129.49
