customer_id,name,debit_card_number,debit_card_type,bank_name,transaction_date,amount_spent
567891,Jacqueline Stephenson,180064284621917,JCB 16 digit,TD Bank,2024-03-18,627.15
714912,Kimberly Stephens,180006806610274,VISA 13 digit,BOFA,2024-02-22,581.55
380540,Erin Mason,6011684973990372,VISA 13 digit,Citizens,2024-01-06,961.15
507759,Danielle Hernandez,4263647498356122,JCB 16 digit,JPMC,2024-01-19,369.28
523879,Kevin Lyons,6011071518360818,Discover,BOFA,2024-01-23,567.07
394664,Michele Rivera,4166406187469771,VISA 16 digit,JPMC,2024-01-01,515.88
987511,Kathryn Macdonald,4690854099258854,VISA 16 digit,Citizens,2024-01-12,919.97
181090,Haley Baker,3585151549336095,JCB 15 digit,TD Bank,2024-03-01,985.96
840369,Sandra Mccarty,4863323955447549,JCB 16 digit,JPMC,2024-02-13,741.17
80139,Brian Lewis,4008213294647,Maestro,JPMC,2024-01-07,618.05
422423,Brett Webster,36795696304834,JCB 15 digit,TD Bank,2024-02-18,536.64
24378,Joshua Parker,2391131038217978,American Express,BOFA,2024-03-06,557.0
380155,Taylor Perez,3553841950656043,VISA 16 digit,Citizens,2024-01-26,371.6
372116,Victoria Kelly,2232074722909455,Maestro,BOFA,2024-02-15,612.72
229811,Samuel Harmon,4087342055243369273,JCB 16 digit,TD Bank,2024-03-16,428.44
929446,Stephanie Anderson,344803577429956,VISA 16 digit,TD Bank,2024-01-18,506.4
462391,Stephen Berg,4233368100793399,Maestro,TD Bank,2024-01-02,248.55
742876,David Waters,3575734000297211,American Express,Citizens,2024-03-05,595.76
903673,Jason Mclean,4664113617285,Discover,BOFA,2024-01-12,746.47
355842,Amy Thomas,180084404094472,Maestro,Citizens,2024-01-22,57.7
59214,Justin West,213172581204203,Mastercard,TD Bank,2024-01-12,980.84
15948,Mikayla Lee,3534355208409208,JCB 16 digit,JPMC,2024-02-09,181.51
221240,Melanie Gutierrez,30404320976333,JCB 16 digit,BOFA,2024-03-07,109.87
226643,Chelsey Burns,4002824222594718,VISA 13 digit,Citizens,2024-01-12,388.73
80139,Brian Lewis,4008213294647,Maestro,JPMC,2024-02-10,691.17
937446,Wendy Smith,3589534746028373,VISA 16 digit,TD Bank,2024-03-12,109.3
295426,Jessica Perez,180036066026382,VISA 16 digit,BOFA,2024-02-15,394.33
312202,Kelli Crawford,562731231238,Mastercard,JPMC,2024-01-25,650.31
398144,Luis Lopez,213115335914445,VISA 19 digit,BOFA,2024-03-11,424.61
258429,Thomas Taylor,4413642459311702,VISA 19 digit,Citizens,2024-01-20,779.74
481271,Mr. Jeffrey Clayton,4840165552479951986,JCB 16 digit,TD Bank,2024-02-22,892.32
351804,Yolanda Garrett,4137272182077022658,JCB 15 digit,Citizens,2024-01-18,174.44
741531,Justin Roberts,3555430283570358,JCB 15 digit,TD Bank,2024-01-14,725.21
372928,Joseph Johnston,3571170844718548,JCB 15 digit,Citizens,2024-01-04,32.25
323489,Justin Gonzalez,4208373570918964,VISA 16 digit,TD Bank,2024-02-22,552.65
122995,Jared Le,4003831733376245,JCB 16 digit,JPMC,2024-02-05,302.85
975771,Terry Hensley,3556000226750190,JCB 16 digit,BOFA,2024-02-14,19.2
998479,Brianna Allen,2224598700012619,JCB 16 digit,TD Bank,2024-03-06,670.62
169285,Mr. Richard White,3517902650598979,JCB 15 digit,TD Bank,2024-03-05,192.01
905614,Lisa Meadows,4333924527770813,JCB 15 digit,Citizens,2024-03-09,686.64
581022,Amy Brown,3577652089715283,JCB 16 digit,Citizens,2024-01-31,346.59
499293,Jennifer Valenzuela,4025896883532164,VISA 16 digit,Citizens,2024-01-23,864.1
870399,Jeffrey Oliver,6011918421117224,Maestro,Citizens,2024-02-27,365.57
456153,Jon King,4668427016676646392,Diners Club / Carte Blanche,BOFA,2024-01-08,742.33
426265,April Smith,378186173303935,JCB 16 digit,BOFA,2024-03-08,624.01
853479,Destiny Flynn,3555438172598364,Discover,Citizens,2024-02-17,57.83
41657,Vincent Walker,502083562590,JCB 16 digit,BOFA,2024-01-25,65.57
78863,Daniel Sweeney,630451909885,Diners Club / Carte Blanche,JPMC,2024-01-12,143.6
573871,Bridget Carrillo,5374093832918751,VISA 16 digit,JPMC,2024-02-21,837.46
853479,Destiny Flynn,3555438172598364,Discover,Citizens,2024-02-05,214.66
69873,Jake Hawkins,3521184740934795,Mastercard,JPMC,2024-02-04,41.58
304057,Paige Smith,676244910540,VISA 16 digit,Citizens,2024-01-26,789.28
980595,Charles Soto,213154947679740,American Express,Citizens,2024-01-11,272.89
171948,Tim Medina,2249472281247518,JCB 16 digit,BOFA,2024-01-18,430.4
843899,Sharon Stout,213151904369992,American Express,Citizens,2024-02-04,613.32
205007,Kelly Burgess,30250561799920,VISA 13 digit,Citizens,2024-02-12,268.07
402380,Denise Garcia,4337451268791040032,VISA 16 digit,TD Bank,2024-03-04,189.95
686507,Karen Williams,2254058303029075,Mastercard,BOFA,2024-02-05,953.14
712642,Mrs. Linda Edwards DDS,4509780268693606217,JCB 15 digit,Citizens,2024-02-24,689.21
64822,Tammy Williamson,213137519731635,American Express,JPMC,2024-01-16,15.84
674658,Michael Williams,3597302442653500,Mastercard,TD Bank,2024-01-30,293.14
864800,Joseph Schultz,3578920761217418,Mastercard,BOFA,2024-02-04,918.86
836959,Samantha Munoz,38184896118427,Maestro,BOFA,2024-01-19,255.48
118263,Wanda Johnson,4102732964424,Diners Club / Carte Blanche,TD Bank,2024-02-18,870.41
258429,Thomas Taylor,4413642459311702,VISA 19 digit,Citizens,2024-02-13,869.45
701954,Michelle Hines,3570532803399381,JCB 15 digit,JPMC,2024-01-18,203.97
888653,Daniel Woodard,3568832217199177,JCB 15 digit,TD Bank,2024-02-01,965.98
657340,Melissa Mcdaniel,3570557737832348,Diners Club / Carte Blanche,Citizens,2024-02-10,981.0
969836,Peter Mccoy,6011290326086155,Discover,TD Bank,2024-01-27,412.04
6389,Michael Martinez,630490429077,American Express,Citizens,2024-02-21,613.2
329718,Amy Moody,4843045641288,VISA 19 digit,Citizens,2024-02-01,709.55
149403,Cynthia Garcia,6575223547669408,JCB 15 digit,BOFA,2024-02-16,850.0
497547,Amy Esparza,4482619157293941,JCB 15 digit,TD Bank,2024-02-16,40.89
863485,Ashley Morse DVM,4566863362774,American Express,TD Bank,2024-03-05,584.24
87766,William Jackson,4100850095534,Discover,BOFA,2024-01-13,25.76
875880,Whitney Phillips,4863064562379718975,VISA 13 digit,TD Bank,2024-02-20,709.08
561391,Kayla Hayes,6011220975954247,Maestro,Citizens,2024-02-22,426.97
337437,Michael Sloan,213188718827302,JCB 15 digit,BOFA,2024-02-29,181.0
104016,Antonio Garrett,2706156249435747,Discover,TD Bank,2024-03-06,262.97
575797,Lauren Walker,3577975029447547,VISA 16 digit,BOFA,2024-01-20,552.29
737683,Dustin Neal,349153992974680,JCB 15 digit,JPMC,2024-02-08,377.2
945504,Joseph Simpson,6011637492136935,JCB 16 digit,BOFA,2024-02-11,886.01
284014,Tamara Lam,180021044709291,Discover,Citizens,2024-03-01,310.42
422423,Brett Webster,36795696304834,JCB 15 digit,TD Bank,2024-01-21,751.18
149855,Kelly Jones,3534835115128009,VISA 16 digit,TD Bank,2024-02-24,984.94
15948,Mikayla Lee,3534355208409208,JCB 16 digit,JPMC,2024-01-02,110.34
664886,Zachary Wright,36632893980530,Mastercard,JPMC,2024-03-01,460.0
