customer_id,name,debit_card_number,debit_card_type,bank_name,transaction_date,amount_spent
548313,Yvonne Brewer,30246512157671,VISA 13 digit,JPMC,2024-01-21,929.65
714984,Eric Randolph,6011996651766449,VISA 16 digit,TD Bank,2024-03-02,592.65
610168,Francisco Rocha,4921189397535104,American Express,TD Bank,2024-01-29,24.81
762049,Scott Mcmahon,4789778013359609,Diners Club / Carte Blanche,JPMC,2024-03-06,85.44
73503,Jason Hendricks,4799919351435621,Discover,JPMC,2024-01-16,452.2
348928,Laura Nelson,4561332512947714,JCB 16 digit,JPMC,2024-01-29,89.77
150157,Jose Bell,344837046460408,Discover,Citizens,2024-02-29,31.08
309439,Johnny Hogan,6011269994267065,VISA 13 digit,BOFA,2024-03-17,63.66
586067,Jill Smith,3560685478446481,Maestro,JPMC,2024-01-10,517.68
19435,Ariel Smith,4854168557631011,JCB 15 digit,BOFA,2024-02-26,946.29
619822,Mrs. Marissa Knox DDS,3542272626157808,Maestro,TD Bank,2024-02-18,162.38
945316,Barbara Allen,3534677593533510,Mastercard,BOFA,2024-01-07,662.32
242108,Bradley Rice,6535134589289725,VISA 16 digit,JPMC,2024-02-29,66.74
940211,Scott Stephenson,4683561730523,VISA 13 digit,BOFA,2024-02-10,852.7
664886,Zachary Wright,36632893980530,Mastercard,JPMC,2024-01-29,307.38
888653,Daniel Woodard,3568832217199177,JCB 15 digit,TD Bank,2024-03-07,447.99
380540,Erin Mason,6011684973990372,VISA 13 digit,Citizens,2024-02-01,238.66
629001,Tammy Kemp,4020971469548280805,Mastercard,BOFA,2024-03-07,335.84
477236,Douglas Day,639086894446,VISA 16 digit,BOFA,2024-02-25,857.92
894973,Tony White,6530544164485909,JCB 15 digit,JPMC,2024-01-24,517.51
495608,Kimberly Roberts,4292892378561658006,JCB 16 digit,TD Bank,2024-02-03,834.62
390128,Michael Collins,4832544468392,Maestro,JPMC,2024-02-14,402.01
86776,Christina Rosario,060432002255,Diners Club / Carte Blanche,BOFA,2024-02-04,62.11
488954,Ronald White,2248857545063829,JCB 16 digit,Citizens,2024-01-31,896.45
601329,Katelyn Russell,3538834960381546,VISA 19 digit,JPMC,2024-02-11,686.51
258429,Thomas Taylor,4413642459311702,VISA 19 digit,Citizens,2024-03-15,97.51
426927,Brandon Beck,3555639205700816,JCB 16 digit,TD Bank,2024-02-25,703.7
966563,Kim Baker,3515418215731007,American Express,BOFA,2024-02-21,518.94
686507,Karen Williams,2254058303029075,Mastercard,BOFA,2024-02-02,388.13
971564,Donna Mcgrath,3564120524193818,VISA 16 digit,BOFA,2024-02-15,602.77
768269,Michael Pacheco,3511611055024079,JCB 16 digit,Citizens,2024-02-17,543.45
295426,Jessica Perez,180036066026382,VISA 16 digit,BOFA,2024-01-14,896.39
513230,Bryan Haney,30381088968423,Diners Club / Carte Blanche,TD Bank,2024-01-29,397.94
816593,Amy Carrillo,4017928959987863,JCB 16 digit,JPMC,2024-02-10,792.29
334873,Tracy Noble,4929965271207852779,VISA 16 digit,Citizens,2024-01-20,781.49
629001,Tammy Kemp,4020971469548280805,Mastercard,BOFA,2024-02-03,611.05
450555,Charles Fuller,348370823199854,Discover,Citizens,2024-01-07,710.48
329718,Amy Moody,4843045641288,VISA 19 digit,Citizens,2024-01-19,681.78
107550,Jose Kelly PhD,4919236191374687,Maestro,JPMC,2024-03-02,981.16
402380,Denise Garcia,4337451268791040032,VISA 16 digit,TD Bank,2024-02-08,729.8
860236,Jeffery Ward,4786355363293360015,Mastercard,BOFA,2024-01-11,627.06
426927,Brandon Beck,3555639205700816,JCB 16 digit,TD Bank,2024-01-13,126.29
735024,Richard Lopez,4010729321229,JCB 16 digit,TD Bank,2024-01-12,234.17
69873,Jake Hawkins,3521184740934795,Mastercard,JPMC,2024-01-19,390.42
535584,Mr. Mark Thomas,2469482365324797,VISA 16 digit,TD Bank,2024-01-11,250.96
700171,Brian Sosa,676246817891,VISA 19 digit,JPMC,2024-01-29,654.37
217564,Angel Norton,30037880607615,JCB 16 digit,TD Bank,2024-01-18,330.26
573871,Bridget Carrillo,5374093832918751,VISA 16 digit,JPMC,2024-01-29,959.92
169285,Mr. Richard White,3517902650598979,JCB 15 digit,TD Bank,2024-02-22,431.01
599879,Kimberly Morris,6011186456216762,American Express,JPMC,2024-02-19,316.99
132016,Jason Davis,3537184825915596,Mastercard,BOFA,2024-01-05,110.86
802390,Jack Smith,4671625428303402,VISA 16 digit,BOFA,2024-01-23,391.73
154523,Linda Warren,4267819541712207,VISA 19 digit,TD Bank,2024-02-17,517.33
576532,Catherine Benitez,5402719624870612,Discover,Citizens,2024-03-14,906.7
933475,Sean Stanley,3515954860366012,Discover,JPMC,2024-03-05,303.28
926810,Wendy Miller,6571230670141059,JCB 16 digit,Citizens,2024-02-06,782.86
296028,John Cooper Jr.,3500288367452257,JCB 16 digit,JPMC,2024-03-02,136.75
317323,Jamie Bryant,180064590520670,Diners Club / Carte Blanche,JPMC,2024-02-20,630.3
926810,Wendy Miller,6571230670141059,JCB 16 digit,Citizens,2024-03-11,340.19
637459,Christine Murphy,6011512158914307,VISA 19 digit,TD Bank,2024-03-06,528.75
782511,Sara Watson,3589397668529863,JCB 16 digit,TD Bank,2024-03-04,291.11
221240,Melanie Gutierrez,30404320976333,JCB 16 digit,BOFA,2024-03-05,523.45
383971,Kelly Mccoy,3558582371660827,JCB 16 digit,TD Bank,2024-02-22,894.45
141212,Brenda Nelson,4700549194030673,VISA 16 digit,BOFA,2024-01-26,43.01
955094,Vanessa Hernandez,30006863246063,VISA 16 digit,BOFA,2024-02-12,135.78
261028,Anthony Fuller,36393897067952,VISA 16 digit,BOFA,2024-01-30,739.71
